他感冒了。 3.00591008984874
电话响了。 2.7780708296500976
你疯了吗？ 3.62382018299342
太糟糕了。 6.037371849373969
我害怕蛇。 5.789332867048209
弱肉强食。 5.981859023241192
井都乾了. 5.507842879319149
想吃梨吗？ 6.086708680362825
谁在敲鼓? 7.193822841952056
谁在敲门? 6.319829420931615
化石的记录 3.0732782404557355
饼烤胡了. 6.786739747310008
壮丽的山峰 5.0325810246786915
夏季昼长。 7.539721624111188
你疯了吗? 5.336721988443088
倒霉死了! 5.080311087553106
天上的云彩 2.2931920480241814
轻快的心情 2.1698653978809403
积习难移. 5.597038801251173
少量的果冻 3.3180463604293564
交叉着双腿 6.167974785721185
敏捷的步伐 5.812748249060583
又名，亦称 5.273533052656589
职权的弊端 5.128539108684315
潜伏的传染 5.3663160410735955
誓言的迸发 5.985688868258265
不用麻烦了。 3.1222291646613556
很好，谢谢。 3.2171444693776436
我这就上路。 1.0420881317921982
让我想一想。 1.5605370327533805
不是我的错。 0
都是我的错。 0.5160644785222388
你干得很好。 2.363495741922989
我每晚洗澡. 5.281127701748154
他年近四十。 3.6389171376338822
这需要时间。 1.9057480331670575
我不太清楚。 3.0542675116962315
我怎么知道。 2.535206301516993
母牛流产了。 3.731061439601696
它不是手表。 1.7404671009668462
请把门打开。 3.6619391508213397
你会习惯的。 2.5040534909110335
我马上就来。 1.2965212927899614
他正在开会。 1.3163294495738143
好久不见了。 1.9894699633720307
请再说一遍。 3.828115833072914
他喜欢吹牛。 5.354134252846009
她穿上袜子。 4.892917423570424
我正要找你。 2.0441818991279703
昨晚是满月。 3.426951777107739
别让我失望。 3.353371256493773
这杯子碎了。 3.4921389245074437
他心地善良。 3.4300677226283796
请别打扰我。 4.354903788202094
她恳求原谅。 7.080210328344201
雪深两英尺。 6.013047138274839
下课铃响了. 4.696761112030096
我浑身疼痛。 5.844242256897246
不要嘲笑他。 3.6041169313416006
摆锤能摆动. 6.207673512059031
满月呈圆形。 5.829475400746716
现在再见了! 2.1209395847247023
你住在哪儿？ 3.184798308105094
多好的主意！ 1.2021219692456029
你太过分了！ 1.5733339960916197
集体用膳食堂 6.062054534888613
你想喝茶吗? 6.048137453667749
你在说什么? 3.3965882423835794
那儿怎么样？ 3.467950435855549
这里谁负责？ 4.040498886888834
他遍体鳞伤。 6.140647516983886
这门闩不牢。 6.429903493331988
你选哪本书？ 3.767392191024072
我觉得很困。 2.9964483291362853
晚饭我请客。 4.23489541694282
我没有零钱. 3.0857833130630112
我是技术员。 2.0376972999808487
他读三年级。 3.717948724586492
请往这边看. 3.568000572789728
他向我告别。 2.563123363800777
东南部有风。 2.792941256131833
今后请准时。 3.13221330120664
她坚决不来。 2.758164882885552
让我猜一猜。 3.2950696461649542
疼痛减轻了. 5.182615660193051
那可太妙了. 3.2836171758173265
我喜欢滑冰。 5.101307175201896
我讨厌打针。 5.340008273697819
伙食费另加。 5.325071750096669
他胃不舒服。 4.37211520285441
别冲我嚷嚷。 5.813423963075948
她高声呼救. 4.909036786836303
军队在移动. 3.2277949925973033
这狗长虫子。 4.365891153244277
他跑下楼梯。 5.266626606312819
我讨厌西餐。 5.360833530938791
你拐错弯了。 5.572517328379959
他满头大汗. 3.9413070968598873
她愁得要命。 4.455413850561037
那与我无关。 2.073138715747497
一个长途电话 2.992014841745224
他即将动身。 2.8807153398126673
真让我失望。 3.2538522829122627
他阅读广泛。 6.126860490357398
猜一下答案。 4.665424969409543
我要上厕所. 2.879502206243181
他意志坚强。 3.8852717102550045
她打着雨伞。 5.618763500048907
我胸部不适。 3.113830828372187
母子均平安. 4.17580052980955
她热爱网球. 4.0864781211083
请出示护照。 4.278309326056579
他言行一致。 2.8027975880030596
两条线相交。 3.8640324939681108
他珍视生命。 4.061400214466147
铁容易生锈。 6.084932118250428
他直晃脑袋. 6.274285480537408
他得了肝癌。 3.895998406423004
他奔向书架。 5.179785089172853
她善于理财。 4.004607312385765
